Surah_Number,Ayah_Number,Ayah_txt,Ayah_txt2,Surah_Name,Index,Ayah_total_num,Ayah_index
15,46,ٱدۡخُلُوهَا بِسَلَٰمٍ ءَامِنِينَ,ادخلوها بسلٰم ءامنين,سورة الحجر,S15_A46,0,1848.0
15,47,وَنَزَعۡنَا مَا فِي صُدُورِهِم مِّنۡ غِلٍّ إِخۡوَٰنًا عَلَىٰ سُرُرٖ مُّتَقَٰبِلِينَ,ونزعنا ما في صدورهم من غل اخوٰنا علىٰ سرر متقٰبلين,سورة الحجر,S15_A47,0,1849.0
15,48,لَا يَمَسُّهُمۡ فِيهَا نَصَبٞ وَمَا هُم مِّنۡهَا بِمُخۡرَجِينَ,لا يمسهم فيها نصب وما هم منها بمخرجين,سورة الحجر,S15_A48,0,1850.0
15,49,۞نَبِّئۡ عِبَادِيٓ أَنِّيٓ أَنَا ٱلۡغَفُورُ ٱلرَّحِيمُ,نبئ عبادي اني انا الغفور الرحيم,سورة الحجر,S15_A49,0,1851.0
15,50,وَأَنَّ عَذَابِي هُوَ ٱلۡعَذَابُ ٱلۡأَلِيمُ,وان عذابي هو العذاب الاليم,سورة الحجر,S15_A50,0,1852.0
15,51,وَنَبِّئۡهُمۡ عَن ضَيۡفِ إِبۡرَٰهِيمَ,ونبئهم عن ضيف ابرٰهيم,سورة الحجر,S15_A51,0,1853.0
15,52,إِذۡ دَخَلُواْ عَلَيۡهِ فَقَالُواْ سَلَٰمٗا قَالَ إِنَّا مِنكُمۡ وَجِلُونَ,اذ دخلوا عليه فقالوا سلٰما قال انا منكم وجلون,سورة الحجر,S15_A52,0,1854.0
15,53,قَالُواْ لَا تَوۡجَلۡ إِنَّا نُبَشِّرُكَ بِغُلَٰمٍ عَلِيمٖ,قالوا لا توجل انا نبشرك بغلٰم عليم,سورة الحجر,S15_A53,0,1855.0
15,54,قَالَ أَبَشَّرۡتُمُونِي عَلَىٰٓ أَن مَّسَّنِيَ ٱلۡكِبَرُ فَبِمَ تُبَشِّرُونَ,قال ابشرتموني علىٰ ان مسني الكبر فبم تبشرون,سورة الحجر,S15_A54,0,1856.0
15,55,قَالُواْ بَشَّرۡنَٰكَ بِٱلۡحَقِّ فَلَا تَكُن مِّنَ ٱلۡقَٰنِطِينَ,قالوا بشرنٰك بالحق فلا تكن من القٰنطين,سورة الحجر,S15_A55,0,1857.0
15,56,قَالَ وَمَن يَقۡنَطُ مِن رَّحۡمَةِ رَبِّهِۦٓ إِلَّا ٱلضَّآلُّونَ,قال ومن يقنط من رحمة ربه الا الضالون,سورة الحجر,S15_A56,0,1858.0
15,57,قَالَ فَمَا خَطۡبُكُمۡ أَيُّهَا ٱلۡمُرۡسَلُونَ,قال فما خطبكم ايها المرسلون,سورة الحجر,S15_A57,0,1859.0
15,58,قَالُوٓاْ إِنَّآ أُرۡسِلۡنَآ إِلَىٰ قَوۡمٖ مُّجۡرِمِينَ,قالوا انا ارسلنا الىٰ قوم مجرمين,سورة الحجر,S15_A58,0,1860.0
15,59,إِلَّآ ءَالَ لُوطٍ إِنَّا لَمُنَجُّوهُمۡ أَجۡمَعِينَ,الا ءال لوط انا لمنجوهم اجمعين,سورة الحجر,S15_A59,0,1861.0
15,60,إِلَّا ٱمۡرَأَتَهُۥ قَدَّرۡنَآ إِنَّهَا لَمِنَ ٱلۡغَٰبِرِينَ,الا امراته قدرنا انها لمن الغٰبرين,سورة الحجر,S15_A60,0,1862.0
15,61,فَلَمَّا جَآءَ ءَالَ لُوطٍ ٱلۡمُرۡسَلُونَ,فلما جاء ءال لوط المرسلون,سورة الحجر,S15_A61,0,1863.0
15,62,قَالَ إِنَّكُمۡ قَوۡمٞ مُّنكَرُونَ,قال انكم قوم منكرون,سورة الحجر,S15_A62,0,1864.0
15,63,قَالُواْ بَلۡ جِئۡنَٰكَ بِمَا كَانُواْ فِيهِ يَمۡتَرُونَ,قالوا بل جئنٰك بما كانوا فيه يمترون,سورة الحجر,S15_A63,0,1865.0
15,64,وَأَتَيۡنَٰكَ بِٱلۡحَقِّ وَإِنَّا لَصَٰدِقُونَ,واتينٰك بالحق وانا لصٰدقون,سورة الحجر,S15_A64,0,1866.0
15,65,فَأَسۡرِ بِأَهۡلِكَ بِقِطۡعٖ مِّنَ ٱلَّيۡلِ وَٱتَّبِعۡ أَدۡبَٰرَهُمۡ وَلَا يَلۡتَفِتۡ مِنكُمۡ أَحَدٞ وَٱمۡضُواْ حَيۡثُ تُؤۡمَرُونَ,فاسر باهلك بقطع من اليل واتبع ادبٰرهم ولا يلتفت منكم احد وامضوا حيث تؤمرون,سورة الحجر,S15_A65,0,1867.0
15,66,وَقَضَيۡنَآ إِلَيۡهِ ذَٰلِكَ ٱلۡأَمۡرَ أَنَّ دَابِرَ هَٰٓؤُلَآءِ مَقۡطُوعٞ مُّصۡبِحِينَ,وقضينا اليه ذٰلك الامر ان دابر هٰؤلاء مقطوع مصبحين,سورة الحجر,S15_A66,0,1868.0
15,67,وَجَآءَ أَهۡلُ ٱلۡمَدِينَةِ يَسۡتَبۡشِرُونَ,وجاء اهل المدينة يستبشرون,سورة الحجر,S15_A67,0,1869.0
15,68,قَالَ إِنَّ هَٰٓؤُلَآءِ ضَيۡفِي فَلَا تَفۡضَحُونِ,قال ان هٰؤلاء ضيفي فلا تفضحون,سورة الحجر,S15_A68,0,1870.0
15,69,وَٱتَّقُواْ ٱللَّهَ وَلَا تُخۡزُونِ,واتقوا الله ولا تخزون,سورة الحجر,S15_A69,0,1871.0
15,70,قَالُوٓاْ أَوَلَمۡ نَنۡهَكَ عَنِ ٱلۡعَٰلَمِينَ,قالوا اولم ننهك عن العٰلمين,سورة الحجر,S15_A70,0,1872.0
15,71,قَالَ هَٰٓؤُلَآءِ بَنَاتِيٓ إِن كُنتُمۡ فَٰعِلِينَ,قال هٰؤلاء بناتي ان كنتم فٰعلين,سورة الحجر,S15_A71,0,1873.0
15,72,لَعَمۡرُكَ إِنَّهُمۡ لَفِي سَكۡرَتِهِمۡ يَعۡمَهُونَ,لعمرك انهم لفي سكرتهم يعمهون,سورة الحجر,S15_A72,0,1874.0
15,73,فَأَخَذَتۡهُمُ ٱلصَّيۡحَةُ مُشۡرِقِينَ,فاخذتهم الصيحة مشرقين,سورة الحجر,S15_A73,0,1875.0
15,74,فَجَعَلۡنَا عَٰلِيَهَا سَافِلَهَا وَأَمۡطَرۡنَا عَلَيۡهِمۡ حِجَارَةٗ مِّن سِجِّيلٍ,فجعلنا عٰليها سافلها وامطرنا عليهم حجارة من سجيل,سورة الحجر,S15_A74,0,1876.0
15,75,إِنَّ فِي ذَٰلِكَ لَأٓيَٰتٖ لِّلۡمُتَوَسِّمِينَ,ان في ذٰلك لايٰت للمتوسمين,سورة الحجر,S15_A75,0,1877.0
15,76,وَإِنَّهَا لَبِسَبِيلٖ مُّقِيمٍ,وانها لبسبيل مقيم,سورة الحجر,S15_A76,0,1878.0
15,77,إِنَّ فِي ذَٰلِكَ لَأٓيَةٗ لِّلۡمُؤۡمِنِينَ,ان في ذٰلك لاية للمؤمنين,سورة الحجر,S15_A77,0,1879.0
15,78,وَإِن كَانَ أَصۡحَٰبُ ٱلۡأَيۡكَةِ لَظَٰلِمِينَ,وان كان اصحٰب الايكة لظٰلمين,سورة الحجر,S15_A78,0,1880.0
15,79,فَٱنتَقَمۡنَا مِنۡهُمۡ وَإِنَّهُمَا لَبِإِمَامٖ مُّبِينٖ,فانتقمنا منهم وانهما لبامام مبين,سورة الحجر,S15_A79,0,1881.0
15,80,وَلَقَدۡ كَذَّبَ أَصۡحَٰبُ ٱلۡحِجۡرِ ٱلۡمُرۡسَلِينَ,ولقد كذب اصحٰب الحجر المرسلين,سورة الحجر,S15_A80,0,1882.0
15,81,وَءَاتَيۡنَٰهُمۡ ءَايَٰتِنَا فَكَانُواْ عَنۡهَا مُعۡرِضِينَ,وءاتينٰهم ءايٰتنا فكانوا عنها معرضين,سورة الحجر,S15_A81,0,1883.0
15,82,وَكَانُواْ يَنۡحِتُونَ مِنَ ٱلۡجِبَالِ بُيُوتًا ءَامِنِينَ,وكانوا ينحتون من الجبال بيوتا ءامنين,سورة الحجر,S15_A82,0,1884.0
15,83,فَأَخَذَتۡهُمُ ٱلصَّيۡحَةُ مُصۡبِحِينَ,فاخذتهم الصيحة مصبحين,سورة الحجر,S15_A83,0,1885.0
15,84,فَمَآ أَغۡنَىٰ عَنۡهُم مَّا كَانُواْ يَكۡسِبُونَ,فما اغنىٰ عنهم ما كانوا يكسبون,سورة الحجر,S15_A84,0,1886.0
15,85,وَمَا خَلَقۡنَا ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضَ وَمَا بَيۡنَهُمَآ إِلَّا بِٱلۡحَقِّۗ وَإِنَّ ٱلسَّاعَةَ لَأٓتِيَةٞۖ فَٱصۡفَحِ ٱلصَّفۡحَ ٱلۡجَمِيلَ,وما خلقنا السمٰوٰت والارض وما بينهما الا بالحق وان الساعة لاتية فاصفح الصفح الجميل,سورة الحجر,S15_A85,0,1887.0
15,86,إِنَّ رَبَّكَ هُوَ ٱلۡخَلَّٰقُ ٱلۡعَلِيمُ,ان ربك هو الخلٰق العليم,سورة الحجر,S15_A86,0,1888.0
15,87,وَلَقَدۡ ءَاتَيۡنَٰكَ سَبۡعٗا مِّنَ ٱلۡمَثَانِي وَٱلۡقُرۡءَانَ ٱلۡعَظِيمَ,ولقد ءاتينٰك سبعا من المثاني والقرءان العظيم,سورة الحجر,S15_A87,0,1889.0
15,88,لَا تَمُدَّنَّ عَيۡنَيۡكَ إِلَىٰ مَا مَتَّعۡنَا بِهِۦٓ أَزۡوَٰجٗا مِّنۡهُمۡ وَلَا تَحۡزَنۡ عَلَيۡهِمۡ وَٱخۡفِضۡ جَنَاحَكَ لِلۡمُؤۡمِنِينَ,لا تمدن عينيك الىٰ ما متعنا به ازوٰجا منهم ولا تحزن عليهم واخفض جناحك للمؤمنين,سورة الحجر,S15_A88,0,1890.0
15,89,وَقُلۡ إِنِّيٓ أَنَا ٱلنَّذِيرُ ٱلۡمُبِينُ,وقل اني انا النذير المبين,سورة الحجر,S15_A89,0,1891.0
15,90,كَمَآ أَنزَلۡنَا عَلَى ٱلۡمُقۡتَسِمِينَ,كما انزلنا على المقتسمين,سورة الحجر,S15_A90,0,1892.0
15,91,ٱلَّذِينَ جَعَلُواْ ٱلۡقُرۡءَانَ عِضِينَ,الذين جعلوا القرءان عضين,سورة الحجر,S15_A91,0,1893.0
15,92,فَوَرَبِّكَ لَنَسۡـَٔلَنَّهُمۡ أَجۡمَعِينَ,فوربك لنسلنهم اجمعين,سورة الحجر,S15_A92,0,1894.0
15,93,عَمَّا كَانُواْ يَعۡمَلُونَ,عما كانوا يعملون,سورة الحجر,S15_A93,0,1895.0
15,94,فَٱصۡدَعۡ بِمَا تُؤۡمَرُ وَأَعۡرِضۡ عَنِ ٱلۡمُشۡرِكِينَ,فاصدع بما تؤمر واعرض عن المشركين,سورة الحجر,S15_A94,0,1896.0
15,95,إِنَّا كَفَيۡنَٰكَ ٱلۡمُسۡتَهۡزِءِينَ,انا كفينٰك المستهزءين,سورة الحجر,S15_A95,0,1897.0
15,96,ٱلَّذِينَ يَجۡعَلُونَ مَعَ ٱللَّهِ إِلَٰهًا ءَاخَرَۚ فَسَوۡفَ يَعۡلَمُونَ,الذين يجعلون مع الله الٰها ءاخر فسوف يعلمون,سورة الحجر,S15_A96,0,1898.0
15,97,وَلَقَدۡ نَعۡلَمُ أَنَّكَ يَضِيقُ صَدۡرُكَ بِمَا يَقُولُونَ,ولقد نعلم انك يضيق صدرك بما يقولون,سورة الحجر,S15_A97,0,1899.0
15,98,فَسَبِّحۡ بِحَمۡدِ رَبِّكَ وَكُن مِّنَ ٱلسَّٰجِدِينَ,فسبح بحمد ربك وكن من السٰجدين,سورة الحجر,S15_A98,0,1900.0
15,99,وَٱعۡبُدۡ رَبَّكَ حَتَّىٰ يَأۡتِيَكَ ٱلۡيَقِينُ,واعبد ربك حتىٰ ياتيك اليقين,سورة الحجر,S15_A99,0,1901.0
16,1,أَتَىٰٓ أَمۡرُ ٱللَّهِ فَلَا تَسۡتَعۡجِلُوهُۚ سُبۡحَٰنَهُۥ وَتَعَٰلَىٰ عَمَّا يُشۡرِكُونَ,اتىٰ امر الله فلا تستعجلوه سبحٰنه وتعٰلىٰ عما يشركون,سورة النحل,S16_A1,0,1902.0
16,2,يُنَزِّلُ ٱلۡمَلَٰٓئِكَةَ بِٱلرُّوحِ مِنۡ أَمۡرِهِۦ عَلَىٰ مَن يَشَآءُ مِنۡ عِبَادِهِۦٓ أَنۡ أَنذِرُوٓاْ أَنَّهُۥ لَآ إِلَٰهَ إِلَّآ أَنَا۠ فَٱتَّقُونِ,ينزل الملٰئكة بالروح من امره علىٰ من يشاء من عباده ان انذروا انه لا الٰه الا انا فاتقون,سورة النحل,S16_A2,0,1903.0
16,3,خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضَ بِٱلۡحَقِّۚ تَعَٰلَىٰ عَمَّا يُشۡرِكُونَ,خلق السمٰوٰت والارض بالحق تعٰلىٰ عما يشركون,سورة النحل,S16_A3,0,1904.0
16,4,خَلَقَ ٱلۡإِنسَٰنَ مِن نُّطۡفَةٖ فَإِذَا هُوَ خَصِيمٞ مُّبِينٞ,خلق الانسٰن من نطفة فاذا هو خصيم مبين,سورة النحل,S16_A4,0,1905.0
16,5,وَٱلۡأَنۡعَٰمَ خَلَقَهَاۖ لَكُمۡ فِيهَا دِفۡءٞ وَمَنَٰفِعُ وَمِنۡهَا تَأۡكُلُونَ,والانعٰم خلقها لكم فيها دفء ومنٰفع ومنها تاكلون,سورة النحل,S16_A5,0,1906.0
16,6,وَلَكُمۡ فِيهَا جَمَالٌ حِينَ تُرِيحُونَ وَحِينَ تَسۡرَحُونَ,ولكم فيها جمال حين تريحون وحين تسرحون,سورة النحل,S16_A6,0,1907.0
16,7,وَتَحۡمِلُ أَثۡقَالَكُمۡ إِلَىٰ بَلَدٖ لَّمۡ تَكُونُواْ بَٰلِغِيهِ إِلَّا بِشِقِّ ٱلۡأَنفُسِۚ إِنَّ رَبَّكُمۡ لَرَءُوفٞ رَّحِيمٞ,وتحمل اثقالكم الىٰ بلد لم تكونوا بٰلغيه الا بشق الانفس ان ربكم لرءوف رحيم,سورة النحل,S16_A7,0,1908.0
16,8,وَٱلۡخَيۡلَ وَٱلۡبِغَالَ وَٱلۡحَمِيرَ لِتَرۡكَبُوهَا وَزِينَةٗۚ وَيَخۡلُقُ مَا لَا تَعۡلَمُونَ,والخيل والبغال والحمير لتركبوها وزينة ويخلق ما لا تعلمون,سورة النحل,S16_A8,0,1909.0
16,9,وَعَلَى ٱللَّهِ قَصۡدُ ٱلسَّبِيلِ وَمِنۡهَا جَآئِرٞۚ وَلَوۡ شَآءَ لَهَدَىٰكُمۡ أَجۡمَعِينَ,وعلى الله قصد السبيل ومنها جائر ولو شاء لهدىٰكم اجمعين,سورة النحل,S16_A9,0,1910.0
16,10,هُوَ ٱلَّذِيٓ أَنزَلَ مِنَ ٱلسَّمَآءِ مَآءٗۖ لَّكُم مِّنۡهُ شَرَابٞ وَمِنۡهُ شَجَرٞ فِيهِ تُسِيمُونَ,هو الذي انزل من السماء ماء لكم منه شراب ومنه شجر فيه تسيمون,سورة النحل,S16_A10,0,1911.0
16,11,يُنۢبِتُ لَكُم بِهِ ٱلزَّرۡعَ وَٱلزَّيۡتُونَ وَٱلنَّخِيلَ وَٱلۡأَعۡنَٰبَ وَمِن كُلِّ ٱلثَّمَرَٰتِۚ إِنَّ فِي ذَٰلِكَ لَأٓيَةٗ لِّقَوۡمٖ يَتَفَكَّرُونَ,ينبت لكم به الزرع والزيتون والنخيل والاعنٰب ومن كل الثمرٰت ان في ذٰلك لاية لقوم يتفكرون,سورة النحل,S16_A11,0,1912.0
16,12,وَسَخَّرَ لَكُمُ ٱلَّيۡلَ وَٱلنَّهَارَ وَٱلشَّمۡسَ وَٱلۡقَمَرَۖ وَٱلنُّجُومُ مُسَخَّرَٰتُۢ بِأَمۡرِهِۦٓۚ إِنَّ فِي ذَٰلِكَ لَأٓيَٰتٖ لِّقَوۡمٖ يَعۡقِلُونَ,وسخر لكم اليل والنهار والشمس والقمر والنجوم مسخرٰت بامره ان في ذٰلك لايٰت لقوم يعقلون,سورة النحل,S16_A12,0,1913.0
16,13,وَمَا ذَرَأَ لَكُمۡ فِي ٱلۡأَرۡضِ مُخۡتَلِفًا أَلۡوَٰنُهُۥٓۚ إِنَّ فِي ذَٰلِكَ لَأٓيَةٗ لِّقَوۡمٖ يَذَّكَّرُونَ,وما ذرا لكم في الارض مختلفا الوٰنه ان في ذٰلك لاية لقوم يذكرون,سورة النحل,S16_A13,0,1914.0
16,14,وَهُوَ ٱلَّذِي سَخَّرَ ٱلۡبَحۡرَ لِتَأۡكُلُواْ مِنۡهُ لَحۡمٗا طَرِيّٗا وَتَسۡتَخۡرِجُواْ مِنۡهُ حِلۡيَةٗ تَلۡبَسُونَهَاۖ وَتَرَى ٱلۡفُلۡكَ مَوَاخِرَ فِيهِ وَلِتَبۡتَغُواْ مِن فَضۡلِهِۦ وَلَعَلَّكُمۡ تَشۡكُرُونَ,وهو الذي سخر البحر لتاكلوا منه لحما طريا وتستخرجوا منه حلية تلبسونها وترى الفلك مواخر فيه ولتبتغوا من فضله ولعلكم تشكرون,سورة النحل,S16_A14,0,1915.0
16,15,وَأَلۡقَىٰ فِي ٱلۡأَرۡضِ رَوَٰسِيَ أَن تَمِيدَ بِكُمۡ وَأَنۡهَٰرٗا وَسُبُلٗا لَّعَلَّكُمۡ تَهۡتَدُونَ,والقىٰ في الارض روٰسي ان تميد بكم وانهٰرا وسبلا لعلكم تهتدون,سورة النحل,S16_A15,0,1916.0
16,16,وَعَلَٰمَٰتٖۚ وَبِٱلنَّجۡمِ هُمۡ يَهۡتَدُونَ,وعلٰمٰت وبالنجم هم يهتدون,سورة النحل,S16_A16,0,1917.0
16,17,أَفَمَن يَخۡلُقُ كَمَن لَّا يَخۡلُقُۚ أَفَلَا تَذَكَّرُونَ,افمن يخلق كمن لا يخلق افلا تذكرون,سورة النحل,S16_A17,0,1918.0
16,18,وَإِن تَعُدُّواْ نِعۡمَةَ ٱللَّهِ لَا تُحۡصُوهَآۗ إِنَّ ٱللَّهَ لَغَفُورٞ رَّحِيمٞ,وان تعدوا نعمة الله لا تحصوها ان الله لغفور رحيم,سورة النحل,S16_A18,0,1919.0
16,19,وَٱللَّهُ يَعۡلَمُ مَا تُسِرُّونَ وَمَا تُعۡلِنُونَ,والله يعلم ما تسرون وما تعلنون,سورة النحل,S16_A19,0,1920.0
16,20,وَٱلَّذِينَ يَدۡعُونَ مِن دُونِ ٱللَّهِ لَا يَخۡلُقُونَ شَيۡـٔٗا وَهُمۡ يُخۡلَقُونَ,والذين يدعون من دون الله لا يخلقون شيا وهم يخلقون,سورة النحل,S16_A20,0,1921.0
16,21,أَمۡوَٰتٌ غَيۡرُ أَحۡيَآءٖۖ وَمَا يَشۡعُرُونَ أَيَّانَ يُبۡعَثُونَ,اموٰت غير احياء وما يشعرون ايان يبعثون,سورة النحل,S16_A21,0,1922.0
16,22,إِلَٰهُكُمۡ إِلَٰهٞ وَٰحِدٞۚ فَٱلَّذِينَ لَا يُؤۡمِنُونَ بِٱلۡأٓخِرَةِ قُلُوبُهُم مُّنكِرَةٞ وَهُم مُّسۡتَكۡبِرُونَ,الٰهكم الٰه وٰحد فالذين لا يؤمنون بالاخرة قلوبهم منكرة وهم مستكبرون,سورة النحل,S16_A22,0,1923.0
16,23,لَا جَرَمَ أَنَّ ٱللَّهَ يَعۡلَمُ مَا يُسِرُّونَ وَمَا يُعۡلِنُونَۚ إِنَّهُۥ لَا يُحِبُّ ٱلۡمُسۡتَكۡبِرِينَ,لا جرم ان الله يعلم ما يسرون وما يعلنون انه لا يحب المستكبرين,سورة النحل,S16_A23,0,1924.0
16,24,وَإِذَا قِيلَ لَهُم مَّاذَآ أَنزَلَ رَبُّكُمۡ قَالُوٓاْ أَسَٰطِيرُ ٱلۡأَوَّلِينَ,واذا قيل لهم ماذا انزل ربكم قالوا اسٰطير الاولين,سورة النحل,S16_A24,0,1925.0
16,25,لِيَحۡمِلُوٓاْ أَوۡزَارَهُمۡ كَامِلَةٗ يَوۡمَ ٱلۡقِيَٰمَةِ وَمِنۡ أَوۡزَارِ ٱلَّذِينَ يُضِلُّونَهُم بِغَيۡرِ عِلۡمٍۗ أَلَا سَآءَ مَا يَزِرُونَ,ليحملوا اوزارهم كاملة يوم القيٰمة ومن اوزار الذين يضلونهم بغير علم الا ساء ما يزرون,سورة النحل,S16_A25,0,1926.0
16,26,قَدۡ مَكَرَ ٱلَّذِينَ مِن قَبۡلِهِمۡ فَأَتَى ٱللَّهُ بُنۡيَٰنَهُم مِّنَ ٱلۡقَوَاعِدِ فَخَرَّ عَلَيۡهِمُ ٱلسَّقۡفُ مِن فَوۡقِهِمۡ وَأَتَىٰهُمُ ٱلۡعَذَابُ مِنۡ حَيۡثُ لَا يَشۡعُرُونَ,قد مكر الذين من قبلهم فاتى الله بنيٰنهم من القواعد فخر عليهم السقف من فوقهم واتىٰهم العذاب من حيث لا يشعرون,سورة النحل,S16_A26,0,1927.0
16,27,ثُمَّ يَوۡمَ ٱلۡقِيَٰمَةِ يُخۡزِيهِمۡ وَيَقُولُ أَيۡنَ شُرَكَآءِيَ ٱلَّذِينَ كُنتُمۡ تُشَٰٓقُّونَ فِيهِمۡۚ قَالَ ٱلَّذِينَ أُوتُواْ ٱلۡعِلۡمَ إِنَّ ٱلۡخِزۡيَ ٱلۡيَوۡمَ وَٱلسُّوٓءَ عَلَى ٱلۡكَٰفِرِينَ,ثم يوم القيٰمة يخزيهم ويقول اين شركاءي الذين كنتم تشٰقون فيهم قال الذين اوتوا العلم ان الخزي اليوم والسوء على الكٰفرين,سورة النحل,S16_A27,0,1928.0
16,28,ٱلَّذِينَ تَتَوَفَّىٰهُمُ ٱلۡمَلَٰٓئِكَةُ ظَالِمِيٓ أَنفُسِهِمۡۖ فَأَلۡقَوُاْ ٱلسَّلَمَ مَا كُنَّا نَعۡمَلُ مِن سُوٓءِۭۚ بَلَىٰٓۚ إِنَّ ٱللَّهَ عَلِيمُۢ بِمَا كُنتُمۡ تَعۡمَلُونَ,الذين تتوفىٰهم الملٰئكة ظالمي انفسهم فالقوا السلم ما كنا نعمل من سوء بلىٰ ان الله عليم بما كنتم تعملون,سورة النحل,S16_A28,0,1929.0
16,29,فَٱدۡخُلُوٓاْ أَبۡوَٰبَ جَهَنَّمَ خَٰلِدِينَ فِيهَاۖ فَلَبِئۡسَ مَثۡوَى ٱلۡمُتَكَبِّرِينَ,فادخلوا ابوٰب جهنم خٰلدين فيها فلبئس مثوى المتكبرين,سورة النحل,S16_A29,0,1930.0
16,30,۞وَقِيلَ لِلَّذِينَ ٱتَّقَوۡاْ مَاذَآ أَنزَلَ رَبُّكُمۡۚ قَالُواْ خَيۡرٗاۗ لِّلَّذِينَ أَحۡسَنُواْ فِي هَٰذِهِ ٱلدُّنۡيَا حَسَنَةٞۚ وَلَدَارُ ٱلۡأٓخِرَةِ خَيۡرٞۚ وَلَنِعۡمَ دَارُ ٱلۡمُتَّقِينَ,وقيل للذين اتقوا ماذا انزل ربكم قالوا خيرا للذين احسنوا في هٰذه الدنيا حسنة ولدار الاخرة خير ولنعم دار المتقين,سورة النحل,S16_A30,0,1931.0
16,31,جَنَّٰتُ عَدۡنٖ يَدۡخُلُونَهَا تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۖ لَهُمۡ فِيهَا مَا يَشَآءُونَۚ كَذَٰلِكَ يَجۡزِي ٱللَّهُ ٱلۡمُتَّقِينَ,جنٰت عدن يدخلونها تجري من تحتها الانهٰر لهم فيها ما يشاءون كذٰلك يجزي الله المتقين,سورة النحل,S16_A31,0,1932.0
16,32,ٱلَّذِينَ تَتَوَفَّىٰهُمُ ٱلۡمَلَٰٓئِكَةُ طَيِّبِينَ يَقُولُونَ سَلَٰمٌ عَلَيۡكُمُ ٱدۡخُلُواْ ٱلۡجَنَّةَ بِمَا كُنتُمۡ تَعۡمَلُونَ,الذين تتوفىٰهم الملٰئكة طيبين يقولون سلٰم عليكم ادخلوا الجنة بما كنتم تعملون,سورة النحل,S16_A32,0,1933.0
16,33,هَلۡ يَنظُرُونَ إِلَّآ أَن تَأۡتِيَهُمُ ٱلۡمَلَٰٓئِكَةُ أَوۡ يَأۡتِيَ أَمۡرُ رَبِّكَۚ كَذَٰلِكَ فَعَلَ ٱلَّذِينَ مِن قَبۡلِهِمۡۚ وَمَا ظَلَمَهُمُ ٱللَّهُ وَلَٰكِن كَانُوٓاْ أَنفُسَهُمۡ يَظۡلِمُونَ,هل ينظرون الا ان تاتيهم الملٰئكة او ياتي امر ربك كذٰلك فعل الذين من قبلهم وما ظلمهم الله ولٰكن كانوا انفسهم يظلمون,سورة النحل,S16_A33,0,1934.0
16,34,فَأَصَابَهُمۡ سَيِّـَٔاتُ مَا عَمِلُواْ وَحَاقَ بِهِم مَّا كَانُواْ بِهِۦ يَسۡتَهۡزِءُونَ,فاصابهم سيات ما عملوا وحاق بهم ما كانوا به يستهزءون,سورة النحل,S16_A34,0,1935.0
16,35,وَقَالَ ٱلَّذِينَ أَشۡرَكُواْ لَوۡ شَآءَ ٱللَّهُ مَا عَبَدۡنَا مِن دُونِهِۦ مِن شَيۡءٖ نَّحۡنُ وَلَآ ءَابَآؤُنَا وَلَا حَرَّمۡنَا مِن دُونِهِۦ مِن شَيۡءٖۚ كَذَٰلِكَ فَعَلَ ٱلَّذِينَ مِن قَبۡلِهِمۡۚ فَهَلۡ عَلَى ٱلرُّسُلِ إِلَّا ٱلۡبَلَٰغُ ٱلۡمُبِينُ,وقال الذين اشركوا لو شاء الله ما عبدنا من دونه من شيء نحن ولا ءاباؤنا ولا حرمنا من دونه من شيء كذٰلك فعل الذين من قبلهم فهل على الرسل الا البلٰغ المبين,سورة النحل,S16_A35,0,1936.0
16,36,وَلَقَدۡ بَعَثۡنَا فِي كُلِّ أُمَّةٖ رَّسُولًا أَنِ ٱعۡبُدُواْ ٱللَّهَ وَٱجۡتَنِبُواْ ٱلطَّٰغُوتَۖ فَمِنۡهُم مَّنۡ هَدَى ٱللَّهُ وَمِنۡهُم مَّنۡ حَقَّتۡ عَلَيۡهِ ٱلضَّلَٰلَةُۚ فَسِيرُواْ فِي ٱلۡأَرۡضِ فَٱنظُرُواْ كَيۡفَ كَانَ عَٰقِبَةُ ٱلۡمُكَذِّبِينَ,ولقد بعثنا في كل امة رسولا ان اعبدوا الله واجتنبوا الطٰغوت فمنهم من هدى الله ومنهم من حقت عليه الضلٰلة فسيروا في الارض فانظروا كيف كان عٰقبة المكذبين,سورة النحل,S16_A36,0,1937.0
16,37,إِن تَحۡرِصۡ عَلَىٰ هُدَىٰهُمۡ فَإِنَّ ٱللَّهَ لَا يَهۡدِي مَن يُضِلُّۖ وَمَا لَهُم مِّن نَّٰصِرِينَ,ان تحرص علىٰ هدىٰهم فان الله لا يهدي من يضل وما لهم من نٰصرين,سورة النحل,S16_A37,0,1938.0
16,38,وَأَقۡسَمُواْ بِٱللَّهِ جَهۡدَ أَيۡمَٰنِهِمۡ لَا يَبۡعَثُ ٱللَّهُ مَن يَمُوتُۚ بَلَىٰ وَعۡدًا عَلَيۡهِ حَقّٗا وَلَٰكِنَّ أَكۡثَرَ ٱلنَّاسِ لَا يَعۡلَمُونَ,واقسموا بالله جهد ايمٰنهم لا يبعث الله من يموت بلىٰ وعدا عليه حقا ولٰكن اكثر الناس لا يعلمون,سورة النحل,S16_A38,0,1939.0
